sinistro	data_sinistro	sinistro_mes	sinistro_dia_semana	horario_sinistro	cidade_sinistro	uf_sinistro	mercadoria_grupo	origem_cidade	origem_uf	destino_cidade	destino_uf	valor_carga	motorista_vinculo
Roubo/Furto	29/11/2018	novembro	sexta-feira	Tarde	Rio de Janeiro	RJ	Hig/Limp/Cosm	Pouso Alegre	MG	Rio de Janeiro	RJ	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	29/11/2018	novembro	sexta-feira	Sem Inf	São Sebastião da Bela Vista	MG	Minério	São Sebastião da Belas Vista	MG	São Sebastião da Bela Vista	MG	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	29/11/2018	novembro	sexta-feira	Sem Inf	Rio de Janeiro	RJ	Celulares	Contagem	MG	Rio de Janeiro	RJ	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	29/11/2018	novembro	sexta-feira	Manhã	Rio de Janeiro	RJ	Prod. Ópticos	Rio de Janeiro	RJ	Petrópolis	RJ	3 - Até R$ 500.000	Agregado
Acidente	29/11/2018	novembro	sexta-feira	Noite	Campo Alegre	AL	Alimentício	Poço de Caldas	MG	Recife	PE	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	30/11/2018	novembro	sexta-feira	Madrugada	Itumbiara	GO	Medicamento	Blumenau	SC	Aragoiania	GO	4 - Até R$ 1.000.000	Autônomo
Acidente	30/11/2018	novembro	sexta-feira	Madrugada	Nova Lacerda	MT	Específicas	Guarulhos	SP	Porto Velho	RO	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	30/11/2018	novembro	sexta-feira	Noite	Botucatu	SP	Doces/Chocolate	Marília	SP	Guarulhos	SP	1 - De R$ 100.000 a R$ 200.000	Autônomo
Acidente	30/11/2018	novembro	sexta-feira	Tarde	Miracatu	SP	Veículo	Duque de Caxias	RJ	Caxias do Sul	RS	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	01/12/2018	dezembro	segunda-feira	Manhã	Araras	SP	Defensivo Agrícola	São José dos Campos	SP	Teresina	PI	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	01/12/2018	dezembro	segunda-feira	Sem Inf	Montes Claros	MG	Específicas	São Paulo	SP	Camamu	BA	2 - Até R$ 300.000	Autônomo
Roubo/Furto	02/12/2018	dezembro	terça-feira	Noite	Uberlândia	MG	Defensivo Agrícola	Mairinque	SP	Rondonópolis	MT	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	02/12/2018	dezembro	terça-feira	Noite	São José dos Campos	SP	Pneus	Itajaí	SC	Vila Velha	ES	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	03/12/2018	dezembro	terça-feira	Noite	Itatim	BA	Fraldas	Goiânia	GO	Fortaleza	CE	2 - Até R$ 300.000	Autônomo
Acidente	03/12/2018	dezembro	terça-feira	Sem Inf	Ortigueira	PR	Café	Maringá	PR	Bom Jesus	RS	2 - Até R$ 300.000	S/Comprovação
Outros	03/12/2018	dezembro	terça-feira	Sem Inf	São Paulo	SP	Polímeros	Ipojuca	PE	Araras	SP	2 - Até R$ 300.000	S/Comprovação
Outros	04/12/2018	dezembro	terça-feira	Sem Inf	Chile	EX	Frigorífico	Palmeiras de Goiás	GO	Chile	EX	4 - Até R$ 1.000.000	S/Comprovação
Outros	04/12/2018	dezembro	terça-feira	Tarde	Pien	PR	Aço/Ferro	São Bento do Sul	SC	Chapadão do Céu	GO	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Outros	05/12/2018	dezembro	terça-feira	Tarde	São Luis do Maranhão	MA	Geral	São Paulo	SP	São Luis do Maranhão	MA	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	06/12/2018	dezembro	terça-feira	Sem Inf	Tijucas do Sul	PR	Bebidas	Itajaí	SC	Maracanau	CE	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	06/12/2018	dezembro	terça-feira	Sem Inf	Brasília	DF	Celulares	São Paulo	SP	Rio Branco	AC	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Outros	06/12/2018	dezembro	terça-feira	Sem Inf	Chile	EX	Frigorífico	Paraguai	EX	Chile	EX	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	06/12/2018	dezembro	terça-feira	Tarde	Maringa	PR	Ração Animal	Jaguari	SP	Cascavel	PR	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	06/12/2018	dezembro	terça-feira	Madrugada	Caete	MG	Veículo	São Paulo	SP	Feira de Santana	BA	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	07/12/2018	dezembro	terça-feira	Noite	São Paulo	SP	Específicas	São Paulo	SP	São Paulo	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	07/12/2018	dezembro	terça-feira	Madrugada	Jaguaribara	CE	Específicas	Osasco	SP	Caucaia	CE	2 - Até R$ 300.000	S/Comprovação
Acidente	07/12/2018	dezembro	terça-feira	Noite	Extrema	MG	Químico	Guarulhos	SP	Fortaleza	CE	4 - Até R$ 1.000.000	S/Comprovação
Acidente	07/12/2018	dezembro	terça-feira	Madrugada	Piraquara	PR	Hig/Limp/Cosm	Itupeva	SP	Santos	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	08/12/2018	dezembro	terça-feira	Madrugada	São José dos Pinhais	PR	Alimentício	Porto Belo	SC	Curitiba	PR	1 - De R$ 100.000 a R$ 200.000	Funcionário
Outros	08/12/2018	dezembro	terça-feira	Sem Inf	Chile	EX	Frigorífico	Paraguai	EX	Chile	EX	3 - Até R$ 500.000	S/Comprovação
Outros	08/12/2018	dezembro	terça-feira	Sem Inf	Chile	EX	Frigorífico	Argentina	EX	Chile	EX	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	09/12/2018	dezembro	quarta-feira	Noite	Sapucaia	RJ	Café	Nova Venécia	ES	Jundiaí	SP	2 - Até R$ 300.000	Funcionário
Roubo/Furto	09/12/2018	dezembro	quarta-feira	Sem Inf	São Paulo	SP	Geral	Três Rios	RJ	Jandira	SP	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	09/12/2018	dezembro	quarta-feira	Noite	Rio de Janeiro	RJ	Alimentício	São Paulo	SP	Duque de Caxias	RJ	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	09/12/2018	dezembro	quarta-feira	Tarde	Águas Vermelhas	MG	Específicas	Osasco	SP	Teresina	PI	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	10/12/2018	dezembro	quarta-feira	Tarde	Pirinópolis	GO	Defensivo Agrícola	Uberaba	MG	Pedro Afonso	TO	1 - De R$ 100.000 a R$ 200.000	Funcionário
Roubo/Furto	10/12/2018	dezembro	quarta-feira	Noite	Mirassol	SP	Defensivo Agrícola	Sorocaba	SP	Cuiabá	MT	5 - Acima de R$ 1.000.000	Funcionário
Acidente	10/12/2018	dezembro	quarta-feira	Madrugada	Varginha	MG	Café	Varginha	MG	Poços de Caldas	MG	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	11/12/2018	dezembro	quarta-feira	Manhã	Garuva	SC	Hig/Limp/Cosm	Pouso Alegre	MG	Tijucas	SC	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	11/12/2018	dezembro	quarta-feira	Madrugada	Sorocaba	SP	Doces/Chocolate	Marília	SP	Guarulhos	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	11/12/2018	dezembro	quarta-feira	Sem Inf	Campanha	MG	Autopeças	Vinhedo	SP	Betim	MG	5 - Acima de R$ 1.000.000	S/Comprovação
Roubo/Furto	11/12/2018	dezembro	quarta-feira	Sem Inf	Chile	EX	Frigorífico	Assunção	EX	Santiago	EX	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	12/12/2018	dezembro	quarta-feira	Madrugada	Rio de Janeiro	RJ	Geral	Urussanga	SC	Vila Velha	ES	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	12/12/2018	dezembro	quarta-feira	Sem Inf	Barra do Garças	MT	Defensivo Agrícola	Cuiabá	MT	Camarana	MT	3 - Até R$ 500.000	Autônomo
Roubo/Furto	12/12/2018	dezembro	quarta-feira	Noite	Monte Santo de Minas	MG	Laticínios	Patrocínio	MG	Diversos	SP	2 - Até R$ 300.000	Autônomo
Outros	12/12/2018	dezembro	quarta-feira	Sem Inf	Chile	EX	Frigorífico	Argentina	EX	Chile	EX	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	13/12/2018	dezembro	quarta-feira	Madrugada	Campinas	SP	Químico	Rio Claro	SP	Tremembé	SP	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	13/12/2018	dezembro	quarta-feira	Noite	Rio de Janeiro	RJ	Bebidas	Rio de Janeiro	RJ	Poços de Caldas	MG	4 - Até R$ 1.000.000	S/Comprovação
Outros	13/12/2018	dezembro	quarta-feira	Tarde	Goiânia	GO	Medicamento	Anápolis	GO	Duque de Caxias	RJ	4 - Até R$ 1.000.000	S/Comprovação
Acidente	14/12/2018	dezembro	quarta-feira	Madrugada	Tainhas	RS	Utilidades Doméstica	Caxias do Sul	RS	São Jose dos Pinhais	PR	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	14/12/2018	dezembro	quarta-feira	Tarde	Miguelopolis	SP	Pneus	Fazenda Rio Grande	PR	Belém	PA	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	14/12/2018	dezembro	quarta-feira	Manhã	Duque de Caxias	RJ	Específicas	Belford Roxo	RJ	Araruama	RJ	1 - De R$ 100.000 a R$ 200.000	Funcionário
Acidente	14/12/2018	dezembro	quarta-feira	Manhã	Argentina	EX	Alimentício	Argentina	EX	São Paulo	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	15/12/2018	dezembro	quarta-feira	Manhã	Duque de Caxias	RJ	Confecção/Tecido/Fios	Rio de Janeiro	RJ	Serra	ES	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	15/12/2018	dezembro	quarta-feira	Manhã	Rio de Janeiro	RJ	Específicas	Belford Roxo	RJ	Petrópolis	RJ	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	15/12/2018	dezembro	quarta-feira	Manhã	Aliança do Tocantins	TO	Calçados	Sobral	CE	Diversos	SP	2 - Até R$ 300.000	S/Comprovação
Acidente	15/12/2018	dezembro	quarta-feira	Manhã	Aliança do Tocantins	TO	Calçados	Sobral	CE	São Paulo	SP	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	16/12/2018	dezembro	quinta-feira	Noite	Porto Franco	MA	Fraldas	Goiânia	GO	Belém	PA	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	17/12/2018	dezembro	quinta-feira	Noite	Rio de Janeiro	RJ	Específicas	Rio de Janeiro	RJ	Guarulhos	SP	1 - De R$ 100.000 a R$ 200.000	Funcionário
Roubo/Furto	17/12/2018	dezembro	quinta-feira	Tarde	Antonina	PR	Bebidas	Jacareí	SP	Santa Cruz do Sul	RS	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	17/12/2018	dezembro	quinta-feira	Tarde	Santos	SP	Frigorífico	Palmeiras de Goiás	GO	Russia	EX	3 - Até R$ 500.000	S/Comprovação
Outros	17/12/2018	dezembro	quinta-feira	Madrugada	Itaquaquecetuba	SP	Maquinário	Barra Mansa	RJ	São Paulo	SP	2 - Até R$ 300.000	-
Outros	17/12/2018	dezembro	quinta-feira	Sem Inf	Chile	EX	Frigorífico	Paraguai	EX	Chile	EX	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	18/12/2018	dezembro	quinta-feira	Tarde	Paracatu	MG	Defensivo Agrícola	Boituva	SP	Paracatu	MG	2 - Até R$ 300.000	Agregado
Acidente	18/12/2018	dezembro	quinta-feira	Sem Inf	São Gonçalo do Sapucaí	MG	Hig/Limp/Cosm	Osasco	SP	Feira de Santana	BA	3 - Até R$ 500.000	S/Comprovação
Acidente	18/12/2018	dezembro	quinta-feira	Sem Inf	Rafael Jambeiro	BA	Laticínios	Corumbaiba	GO	Salvador	BA	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	19/12/2018	dezembro	quinta-feira	Madrugada	São Miguel dos Campos	AL	Bebidas	Jacareí	SP	São Jose de Mipibu	RN	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	19/12/2018	dezembro	quinta-feira	Madrugada	Governador Valadares	MG	Vidro	São Vicente	SP	Recife	PE	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	19/12/2018	dezembro	quinta-feira	Sem Inf	Marechal Candido Rondon	PR	Óleo Comestível	Marechal Candido Rondon	PR	Contenda	PR	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	19/12/2018	dezembro	quinta-feira	Sem Inf	Santo André	SP	Específicas	Arujá	SP	Diversos	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	20/12/2018	dezembro	quinta-feira	Madrugada	Ourinhos	SP	Confecção/Tecido/Fios	Curitiba	PR	Goiania	GO	4 - Até R$ 1.000.000	Autônomo
Outros	20/12/2018	dezembro	quinta-feira	Sem Inf	Chile	EX	Frigorífico	Paraguai	EX	Chile	EX	4 - Até R$ 1.000.000	S/Comprovação
Acidente	20/12/2018	dezembro	quinta-feira	Noite	Extrema	MG	Veículo	Juiz de Fora	MG	Guachos	SP	3 - Até R$ 500.000	S/Comprovação
Acidente	20/12/2018	dezembro	quinta-feira	Noite	Betim	MG	Frigorífico	Araraquara	SP	Contagem	MG	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	21/12/2018	dezembro	quinta-feira	Noite	Itapeva	MG	Bebidas	Jacareí	SP	Betim	MG	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	22/12/2018	dezembro	quinta-feira	Madrugada	Rondonópolis	MT	Sementes	Cuiabá	MT	São Gabriel do Oeste	MS	4 - Até R$ 1.000.000	Autônomo
Roubo/Furto	22/12/2018	dezembro	quinta-feira	Tarde	Rio Claro	SP	Aço/Ferro	Guarulhos	SP	Cuiabá	MT	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Outros	22/12/2018	dezembro	quinta-feira	Sem Inf	Chile	EX	Frigorífico	Paraguai	EX	Chile	EX	3 - Até R$ 500.000	S/Comprovação
Outros	22/12/2018	dezembro	quinta-feira	Manhã	Rio de Janeiro	RJ	Específicas	Ilhéus	BA	Rio de Janeiro	RJ	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	23/12/2018	dezembro	sexta-feira	Tarde	Rio Claro	SP	Aço/Ferro	Guarulhos	SP	Cuiabá	MT	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	24/12/2018	dezembro	sexta-feira	Manhã	Frutal	MG	Veículo	Catalão	GO	São Jose dos Pinhais	PR	3 - Até R$ 500.000	S/Comprovação
Acidente	25/12/2018	dezembro	sexta-feira	Manhã	Guaratuba	PR	Hig/Limp/Cosm	Louveira	SP	Sapucaia do Sul	RS	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	26/12/2018	dezembro	sexta-feira	Tarde	Garuva	SC	Bebidas	Ponta Grossa	PR	Eldorado do Sul	RS	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	27/12/2018	dezembro	sexta-feira	Tarde	Petrolândia	PE	Fertilizantes	São Paulo	SP	Icapui	CE	2 - Até R$ 300.000	Autônomo
Outros	27/12/2018	dezembro	sexta-feira	Sem Inf	Chile	EX	Frigorífico	Paraguai	EX	Chile	EX	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	27/12/2018	dezembro	sexta-feira	Sem Inf	Formosa	GO	Sementes	Luziânia	GO	Formosa	GO	3 - Até R$ 500.000	Autônomo
Outros	27/12/2018	dezembro	sexta-feira	Sem Inf	Rio de Janeiro	RJ	Eletrônicos	Manaus	AM	Rio de Janeiro	RJ	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	28/12/2018	dezembro	sexta-feira	Tarde	Bragança Paulista	SP	Hig/Limp/Cosm	Pouso Alegre	MG	Passo Fundo	RS	4 - Até R$ 1.000.000	S/Comprovação
Acidente	28/12/2018	dezembro	sexta-feira	Manhã	Crixás	TO	Frigorífico	Redenção	PA	Niterói	RJ	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	29/12/2018	dezembro	sexta-feira	Tarde	Atibaia	SP	Bebidas	Jacareí	SP	Brasília	DF	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	29/12/2018	dezembro	sexta-feira	Tarde	Osório	RS	Aço/Ferro	Gravatai	RS	Antônio Carlos	MG	3 - Até R$ 500.000	S/Comprovação
Outros	30/12/2018	dezembro	sábado	Sem Inf	Chile	EX	Frigorífico	Paraguai	EX	Chile	EX	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	02/01/2019	janeiro	segunda-feira	Noite	Lontras	SC	Frigorífico	Guatambu	SC	Navegantes	SC	1 - De R$ 100.000 a R$ 200.000	Funcionário
Roubo/Furto	02/01/2019	janeiro	segunda-feira	Noite	São José do Mipibu	RN	Alimentício	João Pessoa	PB	Fortaleza	CE	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	02/01/2019	janeiro	segunda-feira	Noite	Nova Iguaçu	RJ	Combustível	Rio de Janeiro	RJ	Guarulhos	SP	2 - Até R$ 300.000	Agregado
Acidente	03/01/2019	janeiro	segunda-feira	Tarde	Itaobim	MG	Calçados	Sobral	CE	Belo Horizonte	MG	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	03/01/2019	janeiro	segunda-feira	Sem Inf	São Paulo	SP	Aço/Ferro	Taubaté	SP	Contagem	MG	1 - De R$ 100.000 a R$ 200.000	Autônomo
Acidente	03/01/2019	janeiro	segunda-feira	Sem Inf	Jundiaí	SP	Específicas	Jundiaí	SP	Louveira	SP	3 - Até R$ 500.000	S/Comprovação
Outros	03/01/2019	janeiro	segunda-feira	Sem Inf	Chile	EX	Frigorífico	Argentina	EX	Chile	EX	3 - Até R$ 500.000	S/Comprovação
Outros	03/01/2019	janeiro	segunda-feira	Sem Inf	Monte Mor	SP	Alumínio	Argentina	EX	São Paulo	SP	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	04/01/2019	janeiro	segunda-feira	Noite	Cabo de Santo Agostinho	PE	Hig/Limp/Cosm	Ipojuca	PE	Cabo de Sto Agostinho	PE	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	04/01/2019	janeiro	segunda-feira	Manhã	Rio de Janeiro	RJ	Hig/Limp/Cosm	Pouso Alegre	MG	Rio de Janeiro	RJ	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	06/01/2019	janeiro	terça-feira	Noite	Barra do Turvo	SP	Bebidas	Jacareí	SP	Foz do Iguaçu	PR	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	07/01/2019	janeiro	terça-feira	Manhã	Duque de Caxias	RJ	Aço/Ferro	Resende	RJ	Campo dos Goytacazes	RJ	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	08/01/2019	janeiro	terça-feira	Manhã	Eldorado do Sul	RS	Tratores/Empilhadeiras	Eldorado do Sul	RS	Camaqua	RS	5 - Acima de R$ 1.000.000	S/Comprovação
Acidente	08/01/2019	janeiro	terça-feira	Manhã	Planura	MG	Fraldas	Goiânia	GO	Santo André	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	10/01/2019	janeiro	terça-feira	Manhã	Campo Largo	PR	Frigorífico	Castro	PR	Itajaí	SC	1 - De R$ 100.000 a R$ 200.000	Funcionário
Outros	10/01/2019	janeiro	terça-feira	Sem Inf	Manaus	AM	Eletrônicos	Taubaté	SP	Manaus	AM	5 - Acima de R$ 1.000.000	S/Comprovação
Outros	11/01/2019	janeiro	terça-feira	Sem Inf	Chile	EX	Frigorífico	Paraguai	EX	Chile	EX	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	13/01/2019	janeiro	quarta-feira	Noite	São Simão	SP	Aço/Ferro	Duque de Caxias	RJ	Araguari	MG	1 - De R$ 100.000 a R$ 200.000	Autônomo
Acidente	15/01/2019	janeiro	quarta-feira	Tarde	Maracai	SP	Bebidas	Jacareí	SP	Paicandu	PR	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	15/01/2019	janeiro	quarta-feira	Tarde	Leme	SP	Defensivo Agrícola	Barueri	SP	Ribeirão Preto	SP	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	15/01/2019	janeiro	quarta-feira	Manhã	Rio de Janeiro	RJ	Laticínios	Corumbaiba	GO	Rio de Janeiro	RJ	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	15/01/2019	janeiro	quarta-feira	Noite	Rio de Janeiro	RJ	Eletrodoméstico	São Paulo	SP	Rio de Janeiro	RJ	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	16/01/2019	janeiro	quarta-feira	Madrugada	Onda Verde	SP	Frigorífico	Água Azul do Norte	PA	Lençóis Paulista	SP	3 - Até R$ 500.000	S/Comprovação
Outros	16/01/2019	janeiro	quarta-feira	Sem Inf	Chile	EX	Frigorífico	Nova Xavantina	MT	Chile	EX	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	17/01/2019	janeiro	quarta-feira	Noite	Matão	SP	Defensivo Agrícola	Guararema	SP	Cuiabá	MT	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	17/01/2019	janeiro	quarta-feira	Manhã	Pindamonhangaba	SP	Alumínio	Cariacica	ES	Pindamonhangaba	SP	3 - Até R$ 500.000	Autônomo
Roubo/Furto	17/01/2019	janeiro	quarta-feira	Manhã	Pindamonhangaba	SP	Alumínio	Vitória	ES	Pindamonhangaba	SP	3 - Até R$ 500.000	Autônomo
Roubo/Furto	18/01/2019	janeiro	quarta-feira	Manhã	Belford Roxo	RJ	Pescado	Piracicaba	SP	Rio de Janeiro	RJ	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	18/01/2019	janeiro	quarta-feira	Sem Inf	São Paulo	SP	Aço/Ferro	Guaralhos	SP	Cachoeirinha	RS	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	19/01/2019	janeiro	quarta-feira	Manhã	Saloá	PE	Bebidas	Itajaí	SC	Cabo de Santo Agostinho	PE	2 - Até R$ 300.000	S/Comprovação
Acidente	19/01/2019	janeiro	quarta-feira	Tarde	Itapajé	CE	Hig/Limp/Cosm	Feira de Santana	BA	Belém	PA	4 - Até R$ 1.000.000	S/Comprovação
Acidente	19/01/2019	janeiro	quarta-feira	Tarde	Leopoldina	MG	Alumínio	Pindamonhangaba	SP	Cabo de Santo Agostinho	PE	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	20/01/2019	janeiro	quinta-feira	Madrugada	Seropédica	RJ	Confecção/Tecido/Fios	São José	SC	Rio de Janeiro	RJ	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	20/01/2019	janeiro	quinta-feira	Noite	Jundiaí	SP	Frigorífico	Ipora	GO	Cajamar	SP	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	21/01/2019	janeiro	quinta-feira	Madrugada	São José dos Pinhais	PR	Pneus	Curitiba	PR	Paranagua	PR	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	21/01/2019	janeiro	quinta-feira	Tarde	Rio de Janeiro	RJ	Alimentício	Perdizes	MG	Rio de Janeiro	RJ	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	21/01/2019	janeiro	quinta-feira	Manhã	Duque de Caxias	RJ	Geral	Cabreuva	SP	Rio de Janeiro	RJ	4 - Até R$ 1.000.000	S/Comprovação
Acidente	22/01/2019	janeiro	quinta-feira	Manhã	Curitiba	PR	Frigorífico	Presidente Prudente	SP	São João do Itaperiu	SC	2 - Até R$ 300.000	S/Comprovação
Acidente	23/01/2019	janeiro	quinta-feira	Madrugada	Araquari	SC	Geral	Itubaram	SC	São Bernando do Campo	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	24/01/2019	janeiro	quinta-feira	Tarde	Rio de Janeiro	RJ	Frigorífico	Mandaguari	PR	Rio de Janeiro	RJ	2 - Até R$ 300.000	Agregado
Roubo/Furto	24/01/2019	janeiro	quinta-feira	Manhã	Seropédica	RJ	Alumínio	Cariacica	ES	Pindamonhangaba	SP	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	24/01/2019	janeiro	quinta-feira	Noite	São Paulo	SP	Confecção/Tecido/Fios	São Paulo	SP	Passo Fundo	RS	3 - Até R$ 500.000	S/Comprovação
Acidente	25/01/2019	janeiro	quinta-feira	Madrugada	Poços da Caldas	MG	Hig/Limp/Cosm	Aguaí	SP	Pouso Alegre	MG	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	25/01/2019	janeiro	quinta-feira	Manhã	Matias Barbosa	MG	Confecção/Tecido/Fios	Rio de Janeiro	RJ	Pará	PA	4 - Até R$ 1.000.000	S/Comprovação
Acidente	25/01/2019	janeiro	quinta-feira	Noite	Juquiá	SP	Confecção/Tecido/Fios	Itaquaquecetuba	SP	Blumenau	SC	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Acidente	27/01/2019	janeiro	sexta-feira	Manhã	Vitória da Conquista	BA	Específicas	Guarulhos	SP	Recife	PE	4 - Até R$ 1.000.000	S/Comprovação
Roubo/Furto	28/01/2019	janeiro	sexta-feira	Manhã	Queimados	RJ	Eletrônicos	Cariacica	ES	Seropédica	RJ	3 - Até R$ 500.000	S/Comprovação
Roubo/Furto	28/01/2019	janeiro	sexta-feira	Noite	Capim Grasso	BA	Defensivo Agrícola	Sorocaba	SP	Bayeux	PB	5 - Acima de R$ 1.000.000	Agregado
Roubo/Furto	29/01/2019	janeiro	sexta-feira	Madrugada	São José dos Pinhais	PR	Brinquedos	Itapoa	SC	São Paulo	SP	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	30/01/2019	janeiro	sexta-feira	Madrugada	Guará	SP	E-commerce	Barueri	SP	Brasília	DF	3 - Até R$ 500.000	S/Comprovação
Acidente	30/01/2019	janeiro	sexta-feira	Noite	Mauá da Serra	PR	Frigorífico	Rolândia	PR	Pranagua	PR	1 - De R$ 100.000 a R$ 200.000	S/Comprovação
Roubo/Furto	31/01/2019	janeiro	sexta-feira	Sem Inf	São Paulo	SP	Frigorífico	Paraná	PR	Itaguaí	RJ	2 - Até R$ 300.000	S/Comprovação
Roubo/Furto	01/02/2019	fevereiro	segunda-feira	Madrugada	Atibaia	SP	Alumínio	Pinheiral	RJ	São Joaquim de Bicas	MG	1 - De R$ 100.000 a R$ 200.000	Autônomo
Roubo/Furto	01/02/2019	fevereiro	segunda-feira	Tarde	Rio Verde	GO	Combustível	Quirinopolis	GO	Senador Canedo	GO	1 - De R$ 100.000 a R$ 200.000	Agregado
Roubo/Furto	02/02/2019	fevereiro	segunda-feira	Sem Inf	Teixeira de Freitas	BA	Bebidas	Camaçari	BA	Texeira de Freitas	BA	1 - De R$ 100.000 a R$ 200.000	Agregado
Roubo/Furto	02/02/2019	fevereiro	segunda-feira	Madrugada	Posso	GO	Laticínios	Corumbaiba	GO	Picos	PI	1 - De R$ 100.000 a R$ 200.000	Autônomo
