Market;Commodity;Variety;Grade;Price
Mahoba;Banana;Banana - Ripe;Medium;2180
Mahoba;Barley (Jau);Dara;FAQ;2460
Mahoba;Bengal Gram(Gram)(Whole);Desi (Whole);FAQ;4620
Mahoba;Black Gram (Urd Beans)(Whole);Black Gram (Whole);FAQ;5960
Mahoba;Bottle gourd;Bottle Gourd;FAQ;1350
Mahoba;Brinjal;Brinjal;FAQ;1265
Mahoba;Cabbage;Cabbage;FAQ;985
Mahoba;Ginger(Green);Green Ginger;FAQ;3980
Mahoba;Green Chilli;Green Chilly;FAQ;2570
Mahoba;Green Gram (Moong)(Whole);Green (Whole);FAQ;7150
Mahoba;Groundnut;Big (With Shell);FAQ;6390
Mahoba;Gur(Jaggery);Red;FAQ;3130
Mahoba;Lemon;Lemon;FAQ;3490
Mahoba;Lentil (Masur)(Whole);Masoor Gola;FAQ;5670
Mahoba;Mousambi(Sweet Lime);Mousambi;Medium;3710
Mahoba;Mustard;Sarson(Black);FAQ;5240
Mahoba;Onion;Red;FAQ;1230
Mahoba;Pomegranate;Pomogranate;Medium;6230
Mahoba;Potato;Local;FAQ;680
Mahoba;Pumpkin;Pumpkin;FAQ;1250
Mahoba;Raddish;Raddish;FAQ;1010
Mahoba;Rice;III;FAQ;2465
Mahoba;Sesamum(Sesame,Gingelly,Til);95/5;FAQ;12850
Mahoba;Tomato;Local;FAQ;625
Mahoba;Wheat;Dara;FAQ;2450
Mahoba;White Peas;White Peas;FAQ;4280
Bewar;Bajra(Pearl Millet/Cumbu);Hybrid;FAQ;1910
Bewar;Groundnut;Local;FAQ;5860
Bewar;Maize;Hybrid/Local;FAQ;2010
Bewar;Mustard;Sarson(Black);FAQ;5050
Bewar;Potato;Local;FAQ;500
Mainpuri;Apple;Delicious;Medium;6225
Mainpuri;Arhar (Tur/Red Gram)(Whole);Arhar Dal(Tur);FAQ;6730
Mainpuri;Arhar Dal(Tur Dal);Arhar Dal(Tur);FAQ;9935
Mainpuri;Banana;Banana - Ripe;Medium;2265
Mainpuri;Bengal Gram(Gram)(Whole);Desi (Whole);FAQ;5560
Mainpuri;Black Gram Dal (Urd Dal);Black Gram Dal;FAQ;9220
Mainpuri;Bottle gourd;Bottle Gourd;FAQ;1450
Mainpuri;Brinjal;Round/Long;FAQ;1150
Mainpuri;Cabbage;Cabbage;FAQ;700
Mainpuri;Carrot;Carrot;FAQ;1065
Mainpuri;Cauliflower;Cauliflower;FAQ;865
Mainpuri;Field Pea;Field Pea;FAQ;1450
Mainpuri;Ginger(Green);Green Ginger;FAQ;3685
Mainpuri;Grapes;Green;Medium;4400
Mainpuri;Green Chilli;Green Chilly;FAQ;2145
Mainpuri;Green Gram (Moong)(Whole);Green (Whole);FAQ;7220
Mainpuri;Groundnut;Hybrid;FAQ;6750
Mainpuri;Gur(Jaggery);Red;FAQ;3355
Mainpuri;Lemon;Lemon;FAQ;3790
Mainpuri;Maize;Yellow;FAQ;2365
Mainpuri;Masur Dal;Kala Masoor New;FAQ;7250
Mainpuri;Mustard;Sarson(Black);FAQ;5435
Mainpuri;Onion;Red;FAQ;1350
Mainpuri;Orange;Orange;Medium;4350
Mainpuri;Paddy(Dhan)(Basmati);Basmati 1509;FAQ;4045
Mainpuri;Paddy(Dhan)(Basmati);Sugandha;FAQ;3000
Mainpuri;Paddy(Dhan)(Common);Common;FAQ;2040
Mainpuri;Papaya;Papaya;Medium;2265
Mainpuri;Pomegranate;Pomogranate;Medium;6600
Mainpuri;Potato;Local;FAQ;600
Mainpuri;Pumpkin;Pumpkin;FAQ;1000
Mainpuri;Raddish;Raddish;FAQ;700
Mainpuri;Rice;III;FAQ;2925
Mainpuri;Spinach;Spinach;FAQ;855
Mainpuri;Tomato;Deshi;FAQ;800
Mainpuri;Wheat;Dara;FAQ;2202
Mainpuri;White Peas;White Peas;FAQ;6165
Kosikalan;Arhar Dal(Tur Dal);Arhar Dal(Tur);FAQ;9745
Kosikalan;Banana;Banana - Ripe;Medium;1850
Kosikalan;Brinjal;Brinjal;FAQ;1215
Kosikalan;Cabbage;Cabbage;FAQ;515
Kosikalan;Carrot;Carrot;FAQ;1080
Kosikalan;Cauliflower;Cauliflower;FAQ;540
Kosikalan;Cucumbar(Kheera);Cucumbar;FAQ;1700
Kosikalan;Field Pea;Field Pea;FAQ;1775
Kosikalan;Garlic;Desi;FAQ;2860
Kosikalan;Ginger(Green);Green Ginger;FAQ;4800
Kosikalan;Green Chilli;Green Chilly;FAQ;2490
Kosikalan;Lemon;Lemon;FAQ;5060
Kosikalan;Onion;Red;FAQ;1170
Kosikalan;Potato;Desi;FAQ;560
Kosikalan;Pumpkin;Pumpkin;FAQ;1160
Kosikalan;Raddish;Raddish;FAQ;500
Kosikalan;Rice;III;FAQ;2825
Kosikalan;Tomato;Deshi;FAQ;860
Kosikalan;Wheat;Dara;FAQ;2300
Mathura;Apple;Delicious;Medium;6200
Mathura;Arhar (Tur/Red Gram)(Whole);Arhar (Whole);FAQ;6730
Mathura;Arhar Dal(Tur Dal);Arhar Dal(Tur);FAQ;10100
Mathura;Bajra(Pearl Millet/Cumbu);Hybrid;FAQ;2050
Mathura;Banana;Banana - Ripe;Medium;2600
Mathura;Banana - Green;Banana - Green;FAQ;2000
Mathura;Barley (Jau);Dara;FAQ;2680
Mathura;Bengal Gram(Gram)(Whole);Desi (Whole);FAQ;5400
Mathura;Black Gram Dal (Urd Dal);Black Gram Dal;FAQ;9100
Mathura;Bottle gourd;Bottle Gourd;FAQ;1400
Mathura;Brinjal;Round;FAQ;1050
Mathura;Cabbage;Cabbage;FAQ;600
Mathura;Capsicum;Capsicum;FAQ;1700
Mathura;Carrot;Carrot;FAQ;900
Mathura;Cauliflower;Cauliflower;FAQ;700
Mathura;Cucumbar(Kheera);Cucumbar;FAQ;1600
Mathura;Field Pea;Field Pea;FAQ;1400
Mathura;Garlic;Desi;FAQ;3400
Mathura;Ginger(Green);Green Ginger;FAQ;4200
Mathura;Grapes;Green;Medium;3600
Mathura;Green Chilli;Green Chilly;FAQ;2200
Mathura;Gur(Jaggery);Yellow;FAQ;3080
Mathura;Lemon;Lemon;FAQ;5200
Mathura;Mousambi(Sweet Lime);Mousambi;Medium;3400
Mathura;Mustard;Sarson(Black);FAQ;5300
Mathura;Onion;Red;FAQ;1260
Mathura;Papaya;Papaya;Medium;2600
Mathura;Pomegranate;Pomogranate;Medium;6300
Mathura;Potato;Desi;FAQ;650
Mathura;Pumpkin;Pumpkin;FAQ;1100
Mathura;Raddish;Raddish;FAQ;600
Mathura;Rice;III;FAQ;2900
Mathura;Spinach;Spinach;FAQ;800
Mathura;Tomato;Deshi;FAQ;900
Mathura;Wheat;Dara;FAQ;2280
Kopaganj;Apple;Delicious;Medium;4500
Kopaganj;Arhar Dal(Tur Dal);Arhar Dal(Tur);FAQ;10085
Kopaganj;Banana;Medium;Medium;1050
Kopaganj;Barley (Jau);Dara;FAQ;2760
Kopaganj;Bengal Gram(Gram)(Whole);Desi (Whole);FAQ;5550
Kopaganj;Bitter gourd;Bitter Gourd;FAQ;750
Kopaganj;Bottle gourd;Bottle Gourd;FAQ;800
Kopaganj;Brinjal;Brinjal;FAQ;700
Kopaganj;Cabbage;Cabbage;FAQ;800
Kopaganj;Cauliflower;Cauliflower;FAQ;1000
Kopaganj;Cucumbar(Kheera);Cucumbar;FAQ;700
Kopaganj;Garlic;Garlic;FAQ;2500
Kopaganj;Ginger(Green);Green Ginger;FAQ;2500
Kopaganj;Green Chilli;Green Chilly;FAQ;2250
Kopaganj;Gur(Jaggery);Red;FAQ;3550
Kopaganj;Lentil (Masur)(Whole);Masoor Gola;FAQ;7240
Kopaganj;Onion;Red;FAQ;1100
Kopaganj;Orange;Orange;Medium;3575
Kopaganj;Paddy(Dhan)(Common);Paddy Coarse;FAQ;2040
Kopaganj;Papaya;Papaya;Medium;2200
Kopaganj;Potato;Desi;FAQ;500
Kopaganj;Raddish;Other;FAQ;500
Kopaganj;Rice;III;FAQ;2660
Kopaganj;Tomato;Hybrid;FAQ;450
Kopaganj;Wheat;Dara;FAQ;2485
Kopaganj;White Peas;White Peas;FAQ;5870
Mirzapur;Apple;Delicious;Medium;6925
Mirzapur;Arhar (Tur/Red Gram)(Whole);Arhar (Whole);FAQ;6545
Mirzapur;Arhar Dal(Tur Dal);Arhar Dal(Tur);FAQ;10215
Mirzapur;Bengal Gram Dal (Chana Dal);Bengal Gram Dal;FAQ;6550
Mirzapur;Bengal Gram(Gram)(Whole);Desi (Whole);FAQ;5625
Mirzapur;Black Gram Dal (Urd Dal);Black Gram Dal;FAQ;9175
Mirzapur;Bottle gourd;Bottle Gourd;FAQ;1515
Mirzapur;Brinjal;Round/Long;FAQ;1465
Mirzapur;Garlic;Desi;FAQ;3550
Mirzapur;Ginger(Green);Green Ginger;FAQ;4565
Mirzapur;Green Chilli;Green Chilly;FAQ;2500
Mirzapur;Gur(Jaggery);Red;FAQ;3820
Mirzapur;Lentil (Masur)(Whole);Masoor Gola;FAQ;7545
Mirzapur;Mousambi(Sweet Lime);Mousambi;Medium;3545
Mirzapur;Mustard;Sarson(Black);FAQ;6315
Mirzapur;Mustard Oil;Mustard Oil;FAQ;16175
Mirzapur;Onion;Red;FAQ;1415
Mirzapur;Paddy(Dhan)(Common);Paddy Medium;FAQ;2040
Mirzapur;Papaya;Papaya;Medium;2445
Mirzapur;Peas(Dry);Peas(Dry);FAQ;6040
Mirzapur;Potato;Desi;FAQ;630
Mirzapur;Pumpkin;Pumpkin;FAQ;1410
Mirzapur;Raddish;Raddish;FAQ;815
Mirzapur;Rice;Coarse;FAQ;2525
Mirzapur;Tomato;Hybrid;FAQ;645
Mirzapur;Wheat;Dara;FAQ;2775
Sambhal;Apple;Delicious;Medium;6000
Sambhal;Bottle gourd;Bottle Gourd;FAQ;650
Sambhal;Brinjal;Round/Long;FAQ;850
Sambhal;Cauliflower;Cauliflower;FAQ;750
Sambhal;Onion;Red;FAQ;850
Sambhal;Potato;Desi;FAQ;450
Sambhal;Tomato;Deshi;FAQ;850
Kadhle;Apple;Delicious;Medium;2150
Kadhle;Bhindi(Ladies Finger);Bhindi;FAQ;775
Kadhle;Bitter gourd;Bitter Gourd;FAQ;875
Kadhle;Bottle gourd;Bottle Gourd;FAQ;775
Kadhle;Brinjal;Round/Long;FAQ;675
Kadhle;Cabbage;Cabbage;FAQ;475
Kadhle;Cucumbar(Kheera);Cucumbar;FAQ;475
Kadhle;Ginger(Green);Green Ginger;FAQ;3950
Kadhle;Green Chilli;Green Chilly;FAQ;2750
Kadhle;Guava;Guava;Medium;2150
Kadhle;Lemon;Lemon;FAQ;2950
Kadhle;Onion;Red;FAQ;2550
Kadhle;Potato;Local;FAQ;875
Kadhle;Raddish;Raddish;FAQ;575
Kadhle;Sponge gourd;Sponge gourd;FAQ;775
Kadhle;Tomato;Hybrid;FAQ;1450
Muzzafarnagar;Apple;Kasmir/Shimla - II;Medium;5800
Muzzafarnagar;Arhar Dal(Tur Dal);Arhar Dal(Tur);FAQ;10120
Muzzafarnagar;Banana - Green;Banana - Green;FAQ;1780
Muzzafarnagar;Barley (Jau);Dara;FAQ;2885
Muzzafarnagar;Bengal Gram Dal (Chana Dal);Bengal Gram Dal;FAQ;6550
Muzzafarnagar;Bengal Gram(Gram)(Whole);Desi (Whole);FAQ;5835
Muzzafarnagar;Black Gram (Urd Beans)(Whole);Black Gram (Whole);FAQ;8360
Muzzafarnagar;Black Gram Dal (Urd Dal);Black Gram Dal;FAQ;9250
Muzzafarnagar;Bottle gourd;Bottle Gourd;FAQ;1330
Muzzafarnagar;Brinjal;Round/Long;FAQ;1370
Muzzafarnagar;Cabbage;Cabbage;FAQ;1000
Muzzafarnagar;Capsicum;Capsicum;FAQ;2050
Muzzafarnagar;Carrot;Carrot;FAQ;1120
Muzzafarnagar;Cauliflower;Cauliflower;FAQ;1000
Muzzafarnagar;Cucumbar(Kheera);Cucumbar;FAQ;2000
Muzzafarnagar;Garlic;Garlic;FAQ;3200
Muzzafarnagar;Ginger(Green);Green Ginger;FAQ;3960
Muzzafarnagar;Green Chilli;Green Chilly;FAQ;2035
Muzzafarnagar;Green Gram (Moong)(Whole);Green (Whole);FAQ;8025
Muzzafarnagar;Green Gram Dal (Moong Dal);Green Gram Dal;FAQ;9070
Muzzafarnagar;Gur(Jaggery);Yellow;FAQ;3145
Muzzafarnagar;Lemon;Lemon;FAQ;3450
Muzzafarnagar;Lentil (Masur)(Whole);Masoor Gola;FAQ;7665
Muzzafarnagar;Masur Dal;Masur Dal;FAQ;9240
Muzzafarnagar;Mousambi(Sweet Lime);Mousambi;Medium;2780
Muzzafarnagar;Mustard;Sarson(Black);FAQ;5470
Muzzafarnagar;Mustard Oil;Mustard Oil;FAQ;14400
Muzzafarnagar;Onion;Red;FAQ;1440
Muzzafarnagar;Papaya;Papaya;Medium;2060
Muzzafarnagar;Potato;Desi;FAQ;720
Muzzafarnagar;Pumpkin;Pumpkin;FAQ;1100
Muzzafarnagar;Raddish;Raddish;FAQ;760
Muzzafarnagar;Rice;III;FAQ;2980
Muzzafarnagar;Spinach;Spinach;FAQ;1030
Muzzafarnagar;Sugar;Medium;FAQ;3650
Muzzafarnagar;Tomato;Hybrid;FAQ;1000
Muzzafarnagar;Wheat;Dara;FAQ;2360
Shahpur;Banana - Green;Banana - Green;FAQ;920
Shahpur;Brinjal;Round/Long;FAQ;525
Shahpur;Carrot;Carrot;FAQ;615
Shahpur;Cauliflower;Cauliflower;FAQ;530
Shahpur;Cucumbar(Kheera);Cucumbar;FAQ;560
Shahpur;Gur(Jaggery);Yellow;FAQ;2450
Shahpur;Peas Wet;Peas Wet;FAQ;825
Shahpur;Potato;Desi;FAQ;550
Shahpur;Raddish;Raddish;FAQ;400
Shahpur;Sweet Potato;Sweet Potato;FAQ;1030
Shahpur;Tomato;Hybrid;FAQ;1130
Shahpur;Wheat;Dara;FAQ;2300
Thanabhawan;Ber(Zizyphus/Borehannu);Ber(Zizyphus);Medium;2350
Thanabhawan;Bottle gourd;Bottle Gourd;FAQ;1740
Thanabhawan;Brinjal;Round/Long;FAQ;650
Thanabhawan;Cabbage;Cabbage;FAQ;550
Thanabhawan;Carrot;Carrot;FAQ;650
Thanabhawan;Cauliflower;Local;FAQ;550
Thanabhawan;Cucumbar(Kheera);Cucumbar;FAQ;1540
Thanabhawan;Field Pea;Field Pea;FAQ;1550
Thanabhawan;Garlic;Garlic;FAQ;1750
Thanabhawan;Ginger(Green);Green Ginger;FAQ;5100
Thanabhawan;Grapes;Green;Medium;2470
Thanabhawan;Green Chilli;Green Chilly;FAQ;3100
Thanabhawan;Guava;Guava;Medium;1450
Thanabhawan;Kinnow;Kinnow;Medium;1450
Thanabhawan;Lemon;Lemon;FAQ;3100
Thanabhawan;Mousambi(Sweet Lime);Mousambi;Medium;3900
Thanabhawan;Papaya (Raw);Papaya (Raw);FAQ;1050
Thanabhawan;Potato;Desi;FAQ;550
Thanabhawan;Pumpkin;Pumpkin;FAQ;650
Thanabhawan;Raddish;Raddish;FAQ;350
Thanabhawan;Tomato;Deshi;FAQ;1100
Pilibhit;Apple;Delicious;Medium;6665
Pilibhit;Banana;Banana - Ripe;Medium;2520
Pilibhit;Bengal Gram(Gram)(Whole);Desi (Whole);FAQ;5890
Pilibhit;Bottle gourd;Bottle Gourd;FAQ;1255
Pilibhit;Brinjal;Brinjal;FAQ;1025
Pilibhit;Cabbage;Cabbage;FAQ;645
Pilibhit;Cauliflower;Local;FAQ;625
Pilibhit;Green Chilli;Green Chilly;FAQ;1945
Pilibhit;Gur(Jaggery);Yellow;FAQ;3345
Pilibhit;Lemon;Lemon;FAQ;4410
Pilibhit;Lentil (Masur)(Whole);Kala Masoor New;FAQ;6995
Pilibhit;Mousambi(Sweet Lime);Mousambi;Medium;3215
Pilibhit;Mustard;Lohi Black;FAQ;6095
Pilibhit;Mustard Oil;Mustard Oil;FAQ;15315
Pilibhit;Onion;Red;FAQ;1230
Pilibhit;Paddy(Dhan)(Common);Paddy Coarse;FAQ;1745
Pilibhit;Papaya;Papaya;Medium;2095
Pilibhit;Potato;Desi;FAQ;605
Pilibhit;Pumpkin;Pumpkin;FAQ;1230
Pilibhit;Raddish;Raddish;FAQ;580
Pilibhit;Rice;Coarse;FAQ;2680
Pilibhit;Tomato;Local;FAQ;790
Pilibhit;Wheat;Dara;FAQ;2585
Puranpur;Apple;Delicious;Medium;6660
Puranpur;Banana;Banana - Ripe;Medium;2515
Puranpur;Bengal Gram(Gram)(Whole);Desi (Whole);FAQ;5885
Puranpur;Bottle gourd;Bottle Gourd;FAQ;1250
Puranpur;Brinjal;Brinjal;FAQ;1010
Puranpur;Cabbage;Cabbage;FAQ;650
Puranpur;Cauliflower;Cauliflower;FAQ;610
Puranpur;Green Chilli;Green Chilly;FAQ;1920
Puranpur;Gur(Jaggery);Red;FAQ;3340
Puranpur;Lemon;Lemon;FAQ;4410
Puranpur;Mousambi(Sweet Lime);Mousambi;Medium;3210
Puranpur;Mustard Oil;Mustard Oil;FAQ;15310
Puranpur;Onion;Red;FAQ;1210
Puranpur;Paddy(Dhan)(Common);Common;FAQ;1750
Puranpur;Papaya;Papaya;Medium;2075
Puranpur;Potato;Potato;FAQ;600
Puranpur;Pumpkin;Pumpkin;FAQ;1225
Puranpur;Raddish;Raddish;FAQ;600
Puranpur;Rice;III;FAQ;2685
Puranpur;Tomato;Local;FAQ;790
Puranpur;Wheat;Dara;FAQ;2560
Vishalpur;Apple;Delicious;Medium;6510
Vishalpur;Arhar Dal(Tur Dal);Arhar Dal(Tur);FAQ;9110
Vishalpur;Banana;Banana - Ripe;Medium;2585
Vishalpur;Black Gram Dal (Urd Dal);Black Gram Dal;FAQ;9070
Vishalpur;Bottle gourd;Bottle Gourd;FAQ;1330
Vishalpur;Brinjal;Round/Long;FAQ;1025
Vishalpur;Capsicum;Capsicum;FAQ;1900
Vishalpur;Cauliflower;Cauliflower;FAQ;660
Vishalpur;Garlic;Garlic;FAQ;3400
Vishalpur;Ginger(Green);Green Ginger;FAQ;3590
Vishalpur;Green Chilli;Green Chilly;FAQ;1920
Vishalpur;Gur(Jaggery);Red;FAQ;3335
Vishalpur;Lemon;Lemon;FAQ;4410
Vishalpur;Mustard Oil;Mustard Oil;FAQ;15270
Vishalpur;Onion;Red;FAQ;1225
Vishalpur;Potato;Desi;FAQ;555
Vishalpur;Raddish;Raddish;FAQ;660
Vishalpur;Rice;Common;FAQ;2670
Vishalpur;Tomato;Deshi;FAQ;840
Vishalpur;Wheat;Dara;FAQ;2580
Bachranwa;Paddy(Dhan)(Common);Common;FAQ;1710
Bachranwa;Rice;Common;FAQ;2050
Bachranwa;Wheat;Dara;FAQ;3171
Jayas;Ber(Zizyphus/Borehannu);Ber(Zizyphus);Medium;600
Jayas;Cabbage;Cabbage;FAQ;700
Jayas;Carrot;Carrot;FAQ;800
Jayas;Cauliflower;Cauliflower;FAQ;750
Jayas;Garlic;Desi;FAQ;3100
Jayas;Ginger(Green);Green Ginger;FAQ;4000
Jayas;Green Chilli;Green Chilly;FAQ;2650
Jayas;Green Peas;Green Peas;FAQ;1750
Jayas;Gur(Jaggery);Red;FAQ;3650
Jayas;Onion;Red;FAQ;1200
Jayas;Paddy(Dhan)(Common);Common;FAQ;2040
Jayas;Potato;Desi;FAQ;650
Jayas;Raddish;Raddish;FAQ;750
Jayas;Rice;III;FAQ;2550
Jayas;Tomato;Hybrid;FAQ;750
Jayas;Wheat;Dara;FAQ;2200
Lalganj;Arhar Dal(Tur Dal);Arhar Dal(Tur);FAQ;9680
Lalganj;Bengal Gram Dal (Chana Dal);Bengal Gram Dal;FAQ;6250
Lalganj;Ber(Zizyphus/Borehannu);Ber(Zizyphus);Medium;700
Lalganj;Cabbage;Cabbage;FAQ;675
Lalganj;Carrot;Pusakesar;FAQ;750
Lalganj;Cauliflower;Cauliflower;FAQ;750
Lalganj;Garlic;Desi;FAQ;2950
Lalganj;Ginger(Green);Green Ginger;FAQ;3900
Lalganj;Green Chilli;Green Chilly;FAQ;2550
Lalganj;Green Peas;Green Peas;FAQ;1650
Lalganj;Gur(Jaggery);Red;FAQ;3600
Lalganj;Mustard;Sarson(Black);FAQ;6025
Lalganj;Onion;Red;FAQ;1050
Lalganj;Paddy(Dhan)(Common);Common;FAQ;2040
Lalganj;Potato;Desi;FAQ;600
Lalganj;Raddish;Raddish;FAQ;765
Lalganj;Rice;III;FAQ;2500
Lalganj;Tomato;Deshi;FAQ;700
Lalganj;Wheat;Dara;FAQ;2100
Raibareilly;Apple;Kasmir/Shimla - II;Medium;6460
Raibareilly;Arhar Dal(Tur Dal);Arhar Dal(Tur);FAQ;9865
Raibareilly;Bengal Gram(Gram)(Whole);Desi (Whole);FAQ;5660
Raibareilly;Black Gram (Urd Beans)(Whole);Black Gram (Whole);FAQ;7490
Raibareilly;Cabbage;Cabbage;FAQ;655
Raibareilly;Carrot;Carrot;FAQ;980
Raibareilly;Cauliflower;Cauliflower;FAQ;750
Raibareilly;Garlic;Garlic;FAQ;3230
Raibareilly;Ginger(Green);Green Ginger;FAQ;4200
Raibareilly;Grapes;Green;Medium;4530
Raibareilly;Green Chilli;Green Chilly;FAQ;2575
Raibareilly;Lemon;Lemon;FAQ;4300
Raibareilly;Mousambi(Sweet Lime);Mousambi;Medium;3650
Raibareilly;Mustard;Sarson(Black);FAQ;5880
Raibareilly;Mustard Oil;Mustard Oil;FAQ;15350
Raibareilly;Onion;Red;FAQ;1325
Raibareilly;Orange;Nagpuri;Medium;4250
Raibareilly;Paddy(Dhan)(Common);Common;FAQ;2040
Raibareilly;Papaya;Papaya;Medium;2275
Raibareilly;Pomegranate;Pomogranate;Medium;6560
Raibareilly;Potato;Desi;FAQ;650
Raibareilly;Raddish;Raddish;FAQ;875
Raibareilly;Rice;Common;FAQ;2550
Raibareilly;Tomato;Hybrid;FAQ;700
Raibareilly;Wheat;Dara;FAQ;2250
Salon;Paddy(Dhan)(Common);Common;FAQ;2040
Salon;Potato;Desi;FAQ;600
Salon;Wheat;Dara;FAQ;2005
Rampur;Apple;Delicious;Medium;6550
Rampur;Banana;Desi(Bontha);Medium;2900
Rampur;Banana - Green;Banana - Green;FAQ;1650
Rampur;Bengal Gram(Gram)(Whole);Desi (Whole);FAQ;5850
Rampur;Bottle gourd;Bottle Gourd;FAQ;1350
Rampur;Green Chilli;Green Chilly;FAQ;1850
Rampur;Gur(Jaggery);Red;FAQ;3350
Rampur;Lemon;Lemon;FAQ;4550
Rampur;Lentil (Masur)(Whole);Masoor Gola;FAQ;6950
Rampur;Mousambi(Sweet Lime);Mousambi;Medium;3150
Rampur;Mustard;Sarson(Black);FAQ;6350
Rampur;Onion;Red;FAQ;1250
Rampur;Papaya;Papaya;Medium;2200
Rampur;Pomegranate;Pomogranate;Medium;6000
Rampur;Potato;Desi;FAQ;575
Rampur;Rice;Common;FAQ;2680
Rampur;Tomato;Deshi;FAQ;1000
Rampur;Wheat;Dara;FAQ;2650
Vilaspur;Green Peas;Green Peas;FAQ;900
Chutmalpur;Carrot;Carrot;FAQ;1300
Chutmalpur;Cauliflower;Cauliflower;FAQ;280
Chutmalpur;Field Pea;Field Pea;FAQ;1430
Chutmalpur;Ginger(Green);Green Ginger;FAQ;3000
Chutmalpur;Green Chilli;Green Chilly;FAQ;3000
Chutmalpur;Papaya;Papaya;Medium;1800
Chutmalpur;Potato;Potato;FAQ;500
Chutmalpur;Raddish;Raddish;FAQ;550
Chutmalpur;Spinach;Spinach;FAQ;505
Chutmalpur;Tomato;Deshi;FAQ;1150
Chutmalpur;Turnip;Turnip;FAQ;550
Gangoh;Carrot;Carrot;FAQ;800
Gangoh;Cauliflower;Cauliflower;FAQ;450
Gangoh;Cucumbar(Kheera);Cucumbar;FAQ;2100
Gangoh;Field Pea;Field Pea;FAQ;1100
Gangoh;Garlic;Garlic;FAQ;2000
Gangoh;Ginger(Green);Green Ginger;FAQ;4500
Gangoh;Green Chilli;Green Chilly;FAQ;2500
Gangoh;Onion;Red;FAQ;800
Gangoh;Potato;Desi;FAQ;450
Gangoh;Raddish;Raddish;FAQ;400
Gangoh;Spinach;Spinach;FAQ;500
Gangoh;Tomato;Deshi;FAQ;800
Nakud;Onion;Red;FAQ;1100
Nakud;Potato;Desi;FAQ;280
Nakud;Tomato;Deshi;FAQ;900
Saharanpur;Apple;Kasmir/Shimla - II;Medium;5600
Saharanpur;Arhar Dal(Tur Dal);Arhar Dal(Tur);FAQ;10200
Saharanpur;Banana - Green;Banana - Green;FAQ;1775
Saharanpur;Barley (Jau);Dara;FAQ;2880
Saharanpur;Bengal Gram Dal (Chana Dal);Bengal Gram Dal;FAQ;6750
Saharanpur;Bengal Gram(Gram)(Whole);Desi (Whole);FAQ;5850
Saharanpur;Black Gram Dal (Urd Dal);Black Gram Dal;FAQ;9250
Saharanpur;Bottle gourd;Bottle Gourd;FAQ;1250
Saharanpur;Brinjal;Round/Long;FAQ;1350
Saharanpur;Cabbage;Cabbage;FAQ;1025
Saharanpur;Capsicum;Capsicum;FAQ;2025
Saharanpur;Carrot;Carrot;FAQ;1080
Saharanpur;Cauliflower;Cauliflower;FAQ;1180
Saharanpur;Cucumbar(Kheera);Cucumbar;FAQ;2020
Saharanpur;Field Pea;Field Pea;FAQ;1500
Saharanpur;Garlic;Garlic;FAQ;3200
Saharanpur;Ginger(Green);Green Ginger;FAQ;3960
Saharanpur;Green Chilli;Green Chilly;FAQ;2030
Saharanpur;Green Gram (Moong)(Whole);Green (Whole);FAQ;8000
Saharanpur;Green Gram Dal (Moong Dal);Green Gram Dal;FAQ;9060
Saharanpur;Gur(Jaggery);Yellow;FAQ;3160
Saharanpur;Lemon;Lemon;FAQ;3450
Saharanpur;Lentil (Masur)(Whole);Masoor Gola;FAQ;7675
Saharanpur;Maize;Yellow;FAQ;2380
Saharanpur;Masur Dal;Masur Dal;FAQ;9230
Saharanpur;Mousambi(Sweet Lime);Mousambi;Medium;2760
Saharanpur;Mustard;Sarson(Black);FAQ;5500
Saharanpur;Mustard Oil;Mustard Oil;FAQ;14500
Saharanpur;Onion;Red;FAQ;1440
Saharanpur;Paddy(Dhan)(Basmati);Basmati 1509;FAQ;4100
Saharanpur;Paddy(Dhan)(Common);Common;FAQ;2040
Saharanpur;Papaya;Papaya;Medium;2050
Saharanpur;Peas(Dry);Peas(Dry);FAQ;6040
Saharanpur;Pomegranate;Pomogranate;Medium;6250
Saharanpur;Potato;Desi;FAQ;750
Saharanpur;Pumpkin;Pumpkin;FAQ;1025
Saharanpur;Raddish;Raddish;FAQ;750
Saharanpur;Rice;III;FAQ;2980
Saharanpur;Tomato;Hybrid;FAQ;1010
Saharanpur;Wheat;Dara;FAQ;2400
Khalilabad;Apple;Delicious;Medium;4500
Khalilabad;Bottle gourd;Bottle Gourd;FAQ;1000
Khalilabad;Brinjal;Brinjal;FAQ;800
Khalilabad;Green Chilli;Green Chilly;FAQ;1500
Khalilabad;Onion;Red;FAQ;1200
Khalilabad;Potato;Desi;FAQ;800
Puwaha;Apple;Delicious;Medium;6500
Puwaha;Arhar Dal(Tur Dal);Arhar Dal(Tur);FAQ;9075
Puwaha;Bengal Gram(Gram)(Whole);Small (Split);FAQ;5825
Puwaha;Black Gram Dal (Urd Dal);Black Gram Dal;FAQ;9075
Puwaha;Brinjal;Round/Long;FAQ;1050
Puwaha;Cabbage;Cabbage;FAQ;900
Puwaha;Cauliflower;Cauliflower;FAQ;900
Puwaha;Ginger(Green);Green Ginger;FAQ;3575
Puwaha;Green Chilli;Green Chilly;FAQ;1925
Puwaha;Gur(Jaggery);Red;FAQ;3350
Puwaha;Lemon;Lemon;FAQ;4400
Puwaha;Mustard Oil;Mustard Oil;FAQ;15280
